Arction ref;Libelle court;Categorie;Team;Group;Children;Date;comptage;Eco tCO2e;Eco eau;Eco dechets;;
D10;Etendre le linge pour ne pas utiliser le sèche linge ;Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.413461538;0;0;;
B07;Aller à l’‘école à pied, faire du covoiturage ou prendre le bus, le vélo, la trottinette…;Transport;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.506;0;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.088256;224;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.006501;16.5;0;;
D03;Ne pas tuer les petites bêtes;Biodiversité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0;0;0;;
D08;Ne pas arracher les plantes;Biodiversité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0;0;0;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.088219178;0;0;;
D06;Ne pas jeter les déchets dans la nature;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.424875192;0;4.486538462;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.54243;0;0.21;;
W03;Acheter en vrac, éviter les emballages plastiques privilégier les emballages cartons;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.379014348;0;34.86;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.017373808;0;0.183461538;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.379014348;0;34.86;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.379014348;0;34.86;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;2.453510562;0;1.390384615;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;24.40746291;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.15988;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.000172955;0;0;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes maternelles;baleine;28/03/2025;1;0.000172955;0;0;;
B07;Aller à l’‘école à pied, faire du covoiturage ou prendre le bus, le vélo, la trottinette…;Transport;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.506;0;0;;
E08;Prendre seulement 1 bain par semaine;Eau;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.140658;357;0;;
E08;Couper l’‘eau quand on se savonne les mains;Eau;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.0049644;12.6;0;;
W02;Couper l’‘eau quand on se brosse les dents et utiliser un gobelet;Eau;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.011032;28;0;;
D06;Manger moins de viande (manger du poisson ou des œufs);Biodiversité;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;5.962226726;0;0;;
D11;Préparer soi-même ses goûters, ses yaourts;Courses;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;1.260407206;0;0.180058172;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.088219178;0;0;;
T04;Ramasser les déchets et les mettre dans une poubelle;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.00947;0;0.1;;
D10;Utiliser les bacs de tri (noir, vert, jaune);Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.866961538;0;0;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.017373808;0;0.183461538;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.54243;0;0.21;;
W02;Boire de l’‘eau du robinet plutôt que de l’‘eau en bouteilles en plastique;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.54243;0;0.21;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.379014348;0;34.86;;
D04;Donner les habits qui ne nous vont plus ou les jouets qu’‘on utilise plus au lieu de les jeter;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.017373808;0;0.183461538;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;2.453510562;0;1.390384615;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.15988;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.000172955;0;0;;
C01;Fermer le frigo;Electricité;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.000172955;0;0;;
D10;Etendre le linge pour ne pas utiliser le sèche linge ;Electricité;JAUNES;Jaunes CM2;cocotier;28/03/2025;1;0.413461538;0;0;;
B07;Aller à l’‘école à pied, faire du covoiturage ou prendre le bus, le vélo, la trottinette…;Transport;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.506;0;0;;
E08;Prendre seulement 1 bain par semaine;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.140658;357;0;;
E08;Couper l’‘eau quand on se savonne les mains;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.0049644;12.6;0;;
W02;Couper l’‘eau quand on se brosse les dents et utiliser un gobelet;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.011032;28;0;;
D06;Manger moins de viande (manger du poisson ou des œufs);Biodiversité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;5.962226726;0;0;;
D11;Préparer soi-même ses goûters, ses yaourts;Courses;JAUNES;Jaunes CM2;litchi;28/03/2025;1;1.260407206;0;0.180058172;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.088219178;0;0;;
D06;Ne pas jeter les déchets dans la nature;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.424875192;0;4.486538462;;
W02;Boire de l’‘eau du robinet plutôt que de l’‘eau en bouteilles en plastique;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.54243;0;0.21;;
T06;Faire un compost;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.0623;0;1.75;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.54243;0;0.21;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.379014348;0;34.86;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.379014348;0;34.86;;
D04;Donner les habits qui ne nous vont plus ou les jouets qu’‘on utilise plus au lieu de les jeter;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.017373808;0;0.183461538;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;2.453510562;0;1.390384615;;
D10;Etendre le linge pour ne pas utiliser le sèche linge ;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.413461538;0;0;;
B01;Eteindre la télé quand on ne la regarde pas;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.15988;0;1;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.000172955;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.15988;0;0;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.017373808;0;0.183461538;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.379014348;0;34.86;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.379014348;0;34.86;;
W06;Bien ranger ses affaires, ses feuilles pour ne pas casser, perdre et devoir racheter inutilement;Déchets;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.017373808;0;0.183461538;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;24.40746291;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.15988;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.000172955;0;0;;
E07;Utiliser la climatisation de manière adaptée ;Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;19.663278;0;0;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes CM2;chêne;26/03/2025;1;0.000172955;0;0;;
D02;Couper le moteur quand on ne roule pas;Transport;JAUNES;Jaunes CM2;litchi;28/03/2025;1;1.518;0;0;;
D05;Récupérer l’‘eau froide de la douche pour arroser les plantes;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.00917;35;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.088256;224;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.006501;16.5;0;;
D03;Ne pas tuer les petites bêtes;Biodiversité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0;0;0;;
D08;Ne pas arracher les plantes;Biodiversité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0;0;0;;
B02;Faire des courses proches de chez soi;Courses;JAUNES;Jaunes CM2;litchi;28/03/2025;1;13.7935;0;0;;
C06;Préparer soi-même son pain ou sa brioche;Courses;JAUNES;Jaunes CM2;litchi;28/03/2025;1;1.260407206;0;0.180058172;;
T04;Ramasser les déchets et les mettre dans une poubelle;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.00947;0;0.1;;
W03;Acheter en vrac, éviter les emballages plastiques privilégier les emballages cartons;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.379014348;0;34.86;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.017373808;0;0.183461538;;
D10;Utiliser les bacs de tri (noir, vert, jaune);Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.866961538;0;0;;
C06;Acheter seulement quand on en a besoin,;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.000238596;0;0.134615385;;
W01;Réutiliser le dos des feuilles en brouillon;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.009641;0;0.8;;
W06;Bien ranger ses affaires, ses feuilles pour ne pas casser, perdre et devoir racheter inutilement;Déchets;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.017373808;0;0.183461538;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;24.40746291;0;0;;
E07;Utiliser la climatisation de manière adaptée ;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;19.663278;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.000172955;0;0;;
E01;Eteindre la lumière quand on quitte la pièce;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.027408;0;0;;
C01;Fermer le frigo;Electricité;JAUNES;Jaunes CM2;litchi;28/03/2025;1;0.000172955;0;0;;
D02;Couper le moteur quand on ne roule pas;Transport;JAUNES;Jaunes CM2;amande;28/03/2025;1;1.518;0;0;;
D05;Récupérer l’‘eau froide de la douche pour arroser les plantes;Eau;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.00917;35;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.088256;224;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.006501;16.5;0;;
D03;Ne pas tuer les petites bêtes;Biodiversité;JAUNES;Jaunes CM2;amande;28/03/2025;1;0;0;0;;
D08;Ne pas arracher les plantes;Biodiversité;JAUNES;Jaunes CM2;amande;28/03/2025;1;0;0;0;;
B02;Faire des courses proches de chez soi;Courses;JAUNES;Jaunes CM2;amande;28/03/2025;1;13.7935;0;0;;
C06;Préparer soi-même son pain ou sa brioche;Courses;JAUNES;Jaunes CM2;amande;28/03/2025;1;1.260407206;0;0.180058172;;
D06;Ne pas jeter les déchets dans la nature;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.424875192;0;4.486538462;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.54243;0;0.21;;
W03;Acheter en vrac, éviter les emballages plastiques privilégier les emballages cartons;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.379014348;0;34.86;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.017373808;0;0.183461538;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.379014348;0;34.86;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.379014348;0;34.86;;
W06;Bien ranger ses affaires, ses feuilles pour ne pas casser, perdre et devoir racheter inutilement;Déchets;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.017373808;0;0.183461538;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes CM2;amande;28/03/2025;1;24.40746291;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.15988;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.000172955;0;0;;
E07;Utiliser la climatisation de manière adaptée ;Electricité;JAUNES;Jaunes CM2;amande;28/03/2025;1;19.663278;0;0;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes CM2;amande;28/03/2025;1;0.000172955;0;0;;
D02;Couper le moteur quand on ne roule pas;Transport;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;1.518;0;0;;
E08;Prendre seulement 1 bain par semaine;Eau;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.140658;357;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.088256;224;0;;
E08;Couper l’‘eau quand on se savonne les mains;Eau;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.0049644;12.6;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.006501;16.5;0;;
W02;Couper l’‘eau quand on se brosse les dents et utiliser un gobelet;Eau;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.011032;28;0;;
D03;Ne pas tuer les petites bêtes;Biodiversité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0;0;0;;
D06;Manger moins de viande (manger du poisson ou des œufs);Biodiversité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;5.962226726;0;0;;
D08;Ne pas arracher les plantes;Biodiversité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0;0;0;;
B02;Faire des courses proches de chez soi;Courses;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;13.7935;0;0;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.088219178;0;0;;
T04;Ramasser les déchets et les mettre dans une poubelle;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.00947;0;0.1;;
D06;Ne pas jeter les déchets dans la nature;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.424875192;0;4.486538462;;
D10;Utiliser les bacs de tri (noir, vert, jaune);Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.866961538;0;0;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.54243;0;0.21;;
W03;Acheter en vrac, éviter les emballages plastiques privilégier les emballages cartons;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.379014348;0;34.86;;
T06;Faire un compost;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.0623;0;1.75;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.017373808;0;0.183461538;;
W01;Réutiliser le dos des feuilles en brouillon;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.009641;0;0.8;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.379014348;0;34.86;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.379014348;0;34.86;;
D04;Donner les habits qui ne nous vont plus ou les jouets qu’‘on utilise plus au lieu de les jeter;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.017373808;0;0.183461538;;
W06;Bien ranger ses affaires, ses feuilles pour ne pas casser, perdre et devoir racheter inutilement;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.017373808;0;0.183461538;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;2.453510562;0;1.390384615;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;24.40746291;0;0;;
E01;Eteindre la lumière quand on quitte la pièce;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.027408;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.15988;0;0;;
C01;Fermer le frigo;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.000172955;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.000172955;0;0;;
B01;Eteindre la télé quand on ne la regarde pas;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.15988;0;1;;
E07;Utiliser la climatisation de manière adaptée ;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;19.663278;0;0;;
D10;Etendre le linge pour ne pas utiliser le sèche linge ;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.413461538;0;0;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes maternelles;licorne;31/03/2025;1;0.000172955;0;0;;
D02;Couper le moteur quand on ne roule pas;Transport;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;1.518;0;0;;
B07;Aller à l’‘école à pied, faire du covoiturage ou prendre le bus, le vélo, la trottinette…;Transport;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.506;0;0;;
D05;Récupérer l’‘eau froide de la douche pour arroser les plantes;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.00917;35;0;;
E08;Prendre seulement 1 bain par semaine;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.140658;357;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.088256;224;0;;
E08;Couper l’‘eau quand on se savonne les mains;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.0049644;12.6;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.006501;16.5;0;;
W02;Couper l’‘eau quand on se brosse les dents et utiliser un gobelet;Eau;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.011032;28;0;;
D11;Préparer soi-même ses goûters, ses yaourts;Courses;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;1.260407206;0;0.180058172;;
B02;Faire des courses proches de chez soi;Courses;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;13.7935;0;0;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.088219178;0;0;;
C06;Préparer soi-même son pain ou sa brioche;Courses;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;1.260407206;0;0.180058172;;
D06;Manger moins de viande (manger du poisson ou des œufs);Biodiversité;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;5.962226726;0;0;;
T04;Ramasser les déchets et les mettre dans une poubelle;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.00947;0;0.1;;
D10;Utiliser les bacs de tri (noir, vert, jaune);Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.866961538;0;0;;
W02;Boire de l’‘eau du robinet plutôt que de l’‘eau en bouteilles en plastique;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.54243;0;0.21;;
T06;Faire un compost;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.0623;0;1.75;;
W01;Réutiliser le dos des feuilles en brouillon;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.009641;0;0.8;;
C06;Acheter seulement quand on en a besoin,;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.000238596;0;0.134615385;;
D04;Donner les habits qui ne nous vont plus ou les jouets qu’‘on utilise plus au lieu de les jeter;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.017373808;0;0.183461538;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;2.453510562;0;1.390384615;;
E01;Eteindre la lumière quand on quitte la pièce;Electricité;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.027408;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.000172955;0;0;;
C01;Fermer le frigo;Electricité;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.000172955;0;0;;
D10;Etendre le linge pour ne pas utiliser le sèche linge ;Electricité;JAUNES;Jaunes CM2;cocotier;02/04/2025;1;0.413461538;0;0;;
D02;Couper le moteur quand on ne roule pas;Transport;JAUNES;Jaunes CM2;chêne;02/04/2025;1;1.518;0;0;;
D05;Récupérer l’‘eau froide de la douche pour arroser les plantes;Eau;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.00917;35;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.088256;224;0;;
D01;Choisir le bouton de la chasse d’‘eau selon ses besoins;Eau;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.006501;16.5;0;;
D03;Ne pas tuer les petites bêtes;Biodiversité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0;0;0;;
D08;Ne pas arracher les plantes;Biodiversité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0;0;0;;
B02;Faire des courses proches de chez soi;Courses;JAUNES;Jaunes CM2;chêne;02/04/2025;1;13.7935;0;0;;
C06;Préparer soi-même son pain ou sa brioche;Courses;JAUNES;Jaunes CM2;chêne;02/04/2025;1;1.260407206;0;0.180058172;;
D06;Ne pas jeter les déchets dans la nature;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.424875192;0;4.486538462;;
W03;Acheter en vrac, éviter les emballages plastiques privilégier les emballages cartons;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.379014348;0;34.86;;
W04;Utiliser une gourde quand on veut boire dehors;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.54243;0;0.21;;
D06;Réparer plutôt que jeter;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.017373808;0;0.183461538;;
C06;Emballer les cadeaux avec du tissu ;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.379014348;0;34.86;;
W05;Utiliser des sacs réutilisables pour faire ses courses;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.379014348;0;34.86;;
W06;Bien ranger ses affaires, ses feuilles pour ne pas casser, perdre et devoir racheter inutilement;Déchets;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.017373808;0;0.183461538;;
E03;Utiliser les heures creuses et moins chauffer;Electricité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;24.40746291;0;0;;
E04;Eteindre complètement les appareils (ne pas laisser sous veille);Electricité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.15988;0;0;;
D09;Fermer les fenêtres quand on chauffe;Electricité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.000172955;0;0;;
E07;Utiliser la climatisation de manière adaptée ;Electricité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;19.663278;0;0;;
E08;Fermer les volets l’‘hiver;Electricité;JAUNES;Jaunes CM2;chêne;02/04/2025;1;0.000172955;0;0;;
D05;Récupérer l’‘eau froide de la douche pour arroser les plantes;Eau;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.00917;35;0;;
E08;Prendre des douches rapides et pas trop chaude et couper l’‘eau quand on se savonne;Eau;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.088256;224;0;;
W02;Couper l’‘eau quand on se brosse les dents et utiliser un gobelet;Eau;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.011032;28;0;;
D06;Manger moins de viande (manger du poisson ou des œufs);Biodiversité;JAUNES;Jaunes maternelles;loup;02/04/2025;1;5.962226726;0;0;;
D11;Préparer soi-même ses goûters, ses yaourts;Courses;JAUNES;Jaunes maternelles;loup;02/04/2025;1;1.260407206;0;0.180058172;;
C02;Ne pas acheter de produits contenant de l'huile de palme ;Courses;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.088219178;0;0;;
T04;Ramasser les déchets et les mettre dans une poubelle;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.00947;0;0.1;;
D10;Utiliser les bacs de tri (noir, vert, jaune);Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.866961538;0;0;;
W02;Boire de l’‘eau du robinet plutôt que de l’‘eau en bouteilles en plastique;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.54243;0;0.21;;
T06;Faire un compost;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.0623;0;1.75;;
W01;Réutiliser le dos des feuilles en brouillon;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.009641;0;0.8;;
C06;Acheter seulement quand on en a besoin,;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;0.000238596;0;0.134615385;;
D02;Garder les restes de repas pour les manger un autre jour;Déchets;JAUNES;Jaunes maternelles;loup;02/04/2025;1;2.453510562;0;1.390384615;;
